Ride_ID,Date,Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Driver_Name,Customer_ID,Ride_Distance_KM,Fare_Amount,Payment_Mode,Ride_Status,Driver_Rating,Customer_Rating,Trip_Duration_Min,Surge_Multiplier,Weather,Fuel_Cost,Profit
R01159,2025-04-19,11:41,Chennai,Bus Stand,University,Sedan,Driver_9,C2879,3.4,47.25,Card,Completed,3.8,4.6,45,1.0,Sunny,15.3,31.95
R01160,2025-01-04,15:42,Delhi,Bus Stand,Hospital,SUV,Driver_20,C1222,10.8,200.53,Card,Completed,4.5,3.3,17,2.0,Rainy,52.37,148.16
R01161,2025-12-06,12:14,Hyderabad,Airport,Market,SUV,Driver_61,C1737,18.0,309.62,Cash,Completed,4.1,4.6,90,2.0,Sunny,71.47,238.15
R01162,2025-07-08,02:27,Chennai,Mall,Market,Bike,Driver_35,C1277,29.4,372.69,Card,Cancelled,3.2,4.4,85,1.0,Cloudy,65.63,307.06
R01163,2025-06-14,14:35,Delhi,Railway Station,Residential Area,SUV,Driver_22,C8120,15.9,286.97,UPI,Completed,3.1,4.7,73,1.0,Sunny,34.67,252.3
R01164,2025-12-05,02:09,Chennai,IT Park,Hospital,Bike,Driver_60,C9715,10.6,205.72,Card,Completed,3.8,4.1,76,1.5,Sunny,39.38,166.34
R01165,2025-02-07,05:27,Pune,Railway Station,Office Hub,Bike,Driver_84,C7379,15.7,232.97,Card,Completed,3.9,3.7,83,2.0,Cloudy,35.16,197.81
R01166,2025-11-15,15:41,Mumbai,Bus Stand,Airport,SUV,Driver_26,C2888,17.3,233.97,Card,Completed,4.5,3.7,34,1.0,Cloudy,78.23,155.74
R01167,2025-12-11,23:50,Mumbai,Airport,Office Hub,Mini,Driver_76,C2134,18.2,242.95,Cash,Completed,4.5,4.0,58,1.5,Rainy,49.13,193.82
R01168,2025-10-16,20:29,Delhi,Airport,Office Hub,Bike,Driver_72,C8606,24.4,313.32,Cash,Completed,4.1,4.5,73,1.5,Rainy,49.3,264.02
R01169,2025-10-21,14:37,Hyderabad,Railway Station,University,SUV,Driver_55,C1553,14.6,191.19,Cash,Completed,3.1,3.8,55,1.5,Cloudy,70.42,120.77
R01170,2025-04-23,15:12,Pune,IT Park,Hospital,Sedan,Driver_60,C8231,3.1,53.91,UPI,Completed,4.3,4.3,27,2.0,Cloudy,15.27,38.64
R01171,2025-07-14,07:20,Chennai,Airport,Office Hub,SUV,Driver_45,C2804,7.8,132.19,UPI,Completed,3.9,4.3,64,1.5,Sunny,29.49,102.7
R01172,2025-02-10,10:39,Pune,Mall,Hospital,Bike,Driver_45,C5615,10.1,153.98,Cash,Completed,3.5,4.9,43,1.5,Cloudy,45.95,108.03
R01173,2025-04-24,09:45,Pune,Airport,University,Sedan,Driver_97,C4972,9.2,98.72,Card,Cancelled,3.5,4.2,46,1.0,Cloudy,43.15,55.57
R01174,2025-05-19,13:16,Chennai,City Center,Office Hub,Sedan,Driver_29,C1782,2.5,43.98,Card,Completed,3.8,4.2,71,2.0,Sunny,11.28,32.7
R01175,2025-10-22,21:52,Bangalore,Airport,Office Hub,Sedan,Driver_14,C1130,16.9,299.22,Card,Completed,3.1,3.3,71,1.0,Rainy,60.28,238.94
R01176,2025-06-17,09:57,Chennai,IT Park,Market,SUV,Driver_61,C3161,25.8,347.72,UPI,Completed,3.0,3.6,82,1.5,Rainy,73.82,273.9
R01177,2025-07-15,02:09,Delhi,Railway Station,Airport,SUV,Driver_14,C3234,22.3,272.83,UPI,Completed,4.7,3.7,60,1.5,Cloudy,48.25,224.58
R01178,2025-12-28,19:25,Hyderabad,Airport,Hospital,Bike,Driver_11,C4578,7.3,115.51,UPI,Completed,3.7,3.6,43,2.0,Rainy,28.35,87.16
R01179,2025-07-23,12:14,Bangalore,Airport,Office Hub,SUV,Driver_24,C4121,4.4,53.8,Cash,Completed,4.3,3.3,41,1.0,Rainy,15.95,37.85
R01180,2025-08-23,09:11,Bangalore,Railway Station,Airport,Bike,Driver_92,C7810,9.4,113.54,Card,Completed,4.3,4.3,79,1.0,Sunny,21.84,91.7
R01181,2025-10-10,20:20,Bangalore,IT Park,Hospital,Mini,Driver_20,C2469,21.9,415.48,Card,Completed,4.0,4.8,18,1.5,Rainy,81.19,334.29
R01182,2025-04-07,01:19,Pune,Mall,Residential Area,Sedan,Driver_21,C5592,7.8,102.85,Cash,Completed,3.4,4.5,30,1.0,Sunny,19.23,83.62
R01183,2025-03-10,16:09,Mumbai,Mall,University,Mini,Driver_28,C4349,19.5,240.59,UPI,Completed,3.4,3.5,69,1.5,Sunny,46.97,193.62
R01184,2025-12-21,03:42,Delhi,IT Park,University,Sedan,Driver_100,C8837,27.2,485.06,Card,Completed,4.5,3.6,17,1.0,Rainy,84.2,400.86
R01185,2025-11-25,11:13,Mumbai,Bus Stand,Hospital,SUV,Driver_63,C3795,3.6,69.9,UPI,Completed,3.5,4.8,26,1.0,Sunny,9.07,60.83
R01186,2025-10-04,09:29,Chennai,Airport,Residential Area,Bike,Driver_92,C3671,3.9,76.92,UPI,Completed,3.3,3.1,57,1.0,Rainy,14.6,62.32
R01187,2025-07-31,08:42,Delhi,IT Park,Airport,Bike,Driver_42,C5267,26.7,390.51,Cash,Completed,4.6,4.2,33,1.5,Sunny,115.57,274.94
R01188,2025-07-17,11:40,Mumbai,Bus Stand,University,Sedan,Driver_44,C9286,17.2,264.33,UPI,Completed,3.6,3.1,84,2.0,Rainy,81.9,182.43
R01189,2025-07-17,12:48,Chennai,Bus Stand,Office Hub,Sedan,Driver_63,C5081,16.9,289.43,Card,Completed,4.1,4.9,33,1.0,Sunny,80.18,209.25
R01190,2025-02-13,02:03,Mumbai,Bus Stand,Market,Bike,Driver_96,C1819,5.3,77.27,Card,Cancelled,5.0,3.1,16,1.5,Rainy,18.76,58.51
R01191,2025-12-22,01:51,Delhi,City Center,Hospital,SUV,Driver_89,C6815,19.6,240.2,UPI,Completed,4.5,4.8,24,1.5,Sunny,48.08,192.12
R01192,2025-03-30,05:09,Mumbai,Railway Station,Hospital,Bike,Driver_24,C3679,27.3,531.08,UPI,Completed,3.6,3.3,58,1.0,Rainy,115.9,415.18
R01193,2025-12-14,10:43,Mumbai,Railway Station,Airport,Mini,Driver_89,C9840,24.7,393.0,UPI,Completed,3.6,3.6,12,1.5,Cloudy,97.27,295.73
R01194,2025-09-23,15:32,Hyderabad,Airport,Office Hub,Mini,Driver_48,C7185,18.8,361.42,Card,Completed,3.1,4.5,50,1.0,Cloudy,38.26,323.16
R01195,2025-08-18,15:16,Chennai,Bus Stand,Office Hub,Sedan,Driver_77,C6186,19.5,371.24,Cash,Completed,3.4,4.8,70,1.5,Sunny,62.24,309.0
R01196,2025-03-23,11:36,Bangalore,City Center,Residential Area,Sedan,Driver_78,C3192,6.3,89.36,UPI,Completed,4.1,4.9,29,2.0,Rainy,29.34,60.02
R01197,2025-03-01,02:20,Mumbai,Airport,Office Hub,SUV,Driver_41,C7590,27.9,545.46,UPI,Completed,3.9,4.4,29,2.0,Rainy,120.13,425.33
R01198,2025-03-30,19:46,Hyderabad,IT Park,Residential Area,SUV,Driver_85,C5246,10.3,181.69,Card,Completed,4.3,4.1,22,1.0,Sunny,26.16,155.53
R01199,2025-02-24,07:41,Pune,City Center,Office Hub,Sedan,Driver_9,C2371,17.1,316.58,UPI,Completed,3.2,4.7,19,1.5,Cloudy,36.44,280.14
R01200,2025-06-01,16:42,Mumbai,IT Park,Hospital,Bike,Driver_69,C9183,27.5,305.98,Cash,Completed,3.0,4.5,24,2.0,Rainy,85.73,220.25
R01201,2025-05-15,17:34,Mumbai,Bus Stand,Residential Area,Mini,Driver_50,C3910,3.6,47.13,Card,Cancelled,4.8,4.0,77,1.5,Sunny,10.5,36.63
R01202,2025-06-10,16:20,Bangalore,IT Park,Airport,SUV,Driver_100,C2945,23.7,464.46,Card,Completed,3.3,3.6,33,1.0,Cloudy,92.75,371.71
R01203,2025-03-14,22:59,Mumbai,Airport,Market,Mini,Driver_6,C5658,14.2,162.57,UPI,Completed,4.1,4.6,24,1.5,Cloudy,31.6,130.97
R01204,2025-09-06,16:58,Delhi,Airport,University,Bike,Driver_20,C7656,26.6,471.48,Card,Completed,5.0,3.6,77,1.0,Cloudy,109.06,362.42
R01205,2025-03-24,16:44,Mumbai,IT Park,University,Bike,Driver_3,C3754,7.6,131.89,Card,Completed,3.0,4.9,30,2.0,Rainy,15.65,116.24
R01206,2025-04-10,17:25,Delhi,Mall,Office Hub,SUV,Driver_32,C9674,7.3,80.03,UPI,Completed,3.0,3.7,30,1.5,Cloudy,21.65,58.38
R01207,2025-03-29,21:49,Hyderabad,City Center,Airport,Bike,Driver_21,C8493,17.8,286.84,Cash,Cancelled,4.7,3.4,81,1.0,Cloudy,38.78,248.06
R01208,2025-11-09,12:43,Hyderabad,IT Park,Airport,Mini,Driver_65,C6508,24.1,472.3,Card,Completed,4.3,4.1,61,1.0,Rainy,63.71,408.59
R01209,2025-08-21,03:15,Delhi,Airport,Office Hub,Sedan,Driver_85,C9287,14.2,185.27,UPI,Completed,3.5,4.2,22,2.0,Cloudy,61.5,123.77
R01210,2025-09-18,23:14,Chennai,Airport,Hospital,Bike,Driver_42,C1324,11.8,140.05,Cash,Cancelled,4.0,3.8,15,1.5,Cloudy,49.7,90.35
R01211,2025-07-09,18:10,Delhi,Bus Stand,Market,Sedan,Driver_99,C2229,2.2,41.77,Card,Completed,4.2,4.9,24,1.5,Cloudy,7.95,33.82
R01212,2025-12-22,03:22,Chennai,Railway Station,Hospital,SUV,Driver_45,C9150,29.2,414.35,UPI,Completed,3.0,4.4,29,2.0,Rainy,133.14,281.21
R01213,2025-07-12,11:44,Mumbai,City Center,Market,Mini,Driver_18,C6303,28.7,401.59,Cash,Completed,4.2,4.2,30,1.5,Rainy,90.5,311.09
R01214,2025-04-25,19:17,Hyderabad,Bus Stand,Market,Sedan,Driver_75,C1368,20.8,338.68,Cash,Completed,4.0,4.5,62,1.5,Cloudy,42.16,296.52
R01215,2025-06-05,02:48,Pune,Airport,Hospital,Bike,Driver_40,C9159,14.3,231.48,Cash,Completed,4.4,4.7,46,1.5,Rainy,49.38,182.1
R01216,2025-02-08,16:12,Delhi,IT Park,University,Sedan,Driver_37,C8509,24.5,441.49,Card,Cancelled,3.7,3.8,84,2.0,Cloudy,111.25,330.24
R01217,2025-02-24,12:18,Bangalore,Airport,Hospital,Sedan,Driver_85,C9433,23.7,363.49,Cash,Completed,3.7,3.3,14,1.0,Rainy,66.26,297.23
R01218,2025-03-13,14:02,Delhi,Airport,Hospital,Sedan,Driver_35,C9759,13.1,168.97,Cash,Completed,3.2,3.4,81,2.0,Cloudy,49.85,119.12
R01219,2025-10-12,06:55,Chennai,City Center,Hospital,Sedan,Driver_80,C8761,20.6,214.48,Cash,Completed,4.5,3.2,54,1.5,Sunny,71.02,143.46
R01220,2025-01-08,04:59,Delhi,Airport,Office Hub,Mini,Driver_87,C6651,28.9,516.82,Card,Completed,4.4,3.2,86,1.5,Cloudy,137.15,379.67
R01221,2025-04-15,00:58,Pune,Mall,Hospital,Sedan,Driver_57,C9869,29.1,395.01,Card,Completed,5.0,3.9,82,1.0,Cloudy,83.76,311.25
R01222,2025-09-03,23:58,Hyderabad,Bus Stand,Residential Area,Mini,Driver_15,C4343,2.5,27.96,Cash,Completed,4.4,3.1,44,1.5,Rainy,8.54,19.42
R01223,2025-05-10,04:38,Chennai,Mall,University,Bike,Driver_48,C3700,18.7,195.09,Cash,Cancelled,3.8,4.6,26,1.0,Rainy,64.55,130.54
R01224,2025-06-26,19:38,Hyderabad,Railway Station,Office Hub,Sedan,Driver_16,C1129,14.2,209.83,Cash,Completed,4.9,4.3,47,1.5,Sunny,41.84,167.99
R01225,2025-05-13,15:19,Chennai,Mall,Market,Sedan,Driver_77,C8161,15.5,215.26,Cash,Completed,4.7,4.6,78,1.0,Rainy,56.17,159.09
R01226,2025-01-04,15:53,Bangalore,Railway Station,Residential Area,Sedan,Driver_90,C1923,4.3,48.9,UPI,Completed,3.8,4.3,21,1.0,Cloudy,12.9,36.0
R01227,2025-08-30,07:59,Hyderabad,Railway Station,University,SUV,Driver_69,C9938,23.8,272.08,Card,Completed,3.7,3.6,51,2.0,Rainy,116.85,155.23
R01228,2025-03-29,05:37,Mumbai,Bus Stand,Market,Mini,Driver_52,C2894,20.7,242.25,Card,Completed,3.7,3.2,18,1.0,Rainy,93.67,148.58
R01229,2025-01-27,16:54,Bangalore,IT Park,University,SUV,Driver_35,C8726,19.8,269.93,UPI,Completed,4.3,3.7,28,1.5,Rainy,75.2,194.73
R01230,2025-09-28,23:47,Hyderabad,Airport,Market,SUV,Driver_90,C8527,25.9,335.61,UPI,Completed,4.7,4.2,14,1.5,Sunny,116.54,219.07
R01231,2025-09-08,16:34,Hyderabad,Airport,Residential Area,Sedan,Driver_31,C9538,2.8,33.47,Card,Cancelled,3.9,3.1,70,2.0,Cloudy,10.05,23.42
R01232,2025-03-31,17:04,Mumbai,Airport,Market,Bike,Driver_24,C6176,11.9,139.72,Card,Completed,3.4,3.9,49,1.5,Rainy,43.2,96.52
R01233,2025-12-05,06:59,Pune,Airport,Residential Area,Mini,Driver_46,C7960,11.2,137.36,Card,Completed,3.6,4.7,73,1.0,Cloudy,49.69,87.67
R01234,2025-09-03,14:47,Pune,Airport,Market,Sedan,Driver_27,C7488,12.6,146.49,UPI,Completed,4.2,4.8,90,1.5,Rainy,55.78,90.71
R01235,2025-06-24,01:39,Delhi,Airport,Residential Area,SUV,Driver_62,C4733,18.5,293.38,Card,Completed,4.8,4.7,53,1.0,Sunny,38.61,254.77
R01236,2025-12-27,02:34,Bangalore,Railway Station,Airport,SUV,Driver_50,C5537,18.6,309.42,Card,Cancelled,4.6,3.6,88,2.0,Rainy,53.41,256.01
R01237,2025-10-26,11:28,Hyderabad,Mall,Airport,SUV,Driver_97,C9518,6.8,129.94,UPI,Cancelled,4.5,4.7,16,1.0,Sunny,21.17,108.77
R01238,2025-02-06,14:47,Chennai,Bus Stand,Residential Area,Sedan,Driver_39,C9664,18.3,316.8,Card,Completed,4.2,4.7,20,1.5,Sunny,70.05,246.75
R01239,2025-06-18,18:33,Delhi,Mall,Office Hub,Bike,Driver_64,C3619,10.4,204.41,Card,Cancelled,5.0,3.2,33,2.0,Sunny,49.67,154.74
R01240,2025-11-23,00:13,Pune,Airport,Residential Area,Sedan,Driver_79,C9055,16.8,225.41,Card,Completed,4.9,3.7,11,1.0,Cloudy,55.49,169.92
R01241,2025-11-13,21:58,Mumbai,Airport,University,Bike,Driver_74,C1769,26.3,484.9,Cash,Completed,4.1,3.9,64,2.0,Sunny,97.8,387.1
R01242,2025-04-24,11:05,Pune,Airport,Airport,Bike,Driver_96,C1194,19.6,324.77,Card,Completed,3.3,3.8,25,1.0,Cloudy,82.98,241.79
R01243,2025-05-04,18:05,Pune,IT Park,Market,Sedan,Driver_83,C6163,2.3,45.05,Cash,Completed,4.4,3.1,17,2.0,Cloudy,8.28,36.77
R01244,2025-06-17,17:51,Bangalore,Mall,Residential Area,Sedan,Driver_39,C4476,4.8,72.11,Card,Completed,3.8,4.8,77,1.5,Sunny,11.37,60.74
R01245,2025-07-14,12:08,Pune,Bus Stand,Hospital,Bike,Driver_73,C5019,27.6,297.77,UPI,Completed,4.6,3.1,10,2.0,Rainy,112.35,185.42
R01246,2025-10-06,10:55,Bangalore,Bus Stand,Market,Bike,Driver_86,C5035,29.3,539.58,UPI,Completed,4.7,4.6,40,2.0,Rainy,96.41,443.17
R01247,2025-10-18,05:22,Bangalore,Railway Station,University,Mini,Driver_85,C3195,11.7,219.63,Card,Cancelled,3.9,3.4,13,1.0,Cloudy,26.95,192.68
R01248,2025-11-01,13:49,Mumbai,Mall,Office Hub,Mini,Driver_49,C5176,20.2,284.79,Cash,Completed,4.4,3.8,14,1.0,Cloudy,61.19,223.6
R01249,2025-12-23,14:20,Chennai,Mall,University,SUV,Driver_6,C7116,19.8,238.54,UPI,Completed,4.3,4.1,27,1.5,Sunny,71.4,167.14
R01250,2025-01-05,08:09,Pune,Airport,Market,SUV,Driver_87,C5433,15.6,188.53,Cash,Completed,4.5,3.5,50,1.0,Sunny,37.49,151.04
R01251,2025-10-22,13:36,Chennai,Bus Stand,Hospital,Mini,Driver_73,C3845,24.3,344.67,UPI,Completed,4.5,3.6,88,2.0,Rainy,77.92,266.75
R01252,2025-05-19,10:48,Bangalore,City Center,Airport,Bike,Driver_18,C9043,28.9,321.34,UPI,Completed,4.8,3.0,64,2.0,Cloudy,119.09,202.25
R01253,2025-03-03,03:48,Chennai,Airport,Office Hub,SUV,Driver_27,C9255,12.7,232.68,Card,Cancelled,4.0,3.4,70,1.5,Cloudy,35.72,196.96
R01254,2025-07-03,16:14,Hyderabad,IT Park,Residential Area,SUV,Driver_13,C4810,22.5,273.25,Card,Completed,3.0,4.8,54,1.0,Cloudy,64.17,209.08
R01255,2025-11-23,13:01,Bangalore,Railway Station,Residential Area,SUV,Driver_9,C3791,7.2,81.2,UPI,Completed,4.2,4.4,55,1.5,Rainy,17.28,63.92
R01256,2025-03-10,00:17,Chennai,IT Park,Airport,SUV,Driver_13,C4524,23.2,247.38,UPI,Completed,5.0,3.5,80,2.0,Sunny,50.34,197.04
R01257,2025-01-31,19:30,Mumbai,Railway Station,Market,Bike,Driver_4,C8776,22.0,288.1,UPI,Completed,5.0,4.7,83,1.5,Sunny,107.01,181.09
R01258,2025-04-04,05:23,Mumbai,Railway Station,Market,Mini,Driver_34,C4505,4.2,62.83,UPI,Completed,3.2,4.7,16,1.0,Sunny,12.16,50.67
R01259,2025-06-06,12:33,Hyderabad,Airport,Office Hub,Bike,Driver_58,C3782,14.1,237.94,UPI,Cancelled,3.3,3.1,86,1.5,Sunny,37.3,200.64
R01260,2025-07-20,13:46,Pune,City Center,Residential Area,Mini,Driver_44,C8616,5.8,91.13,Cash,Completed,3.1,3.2,41,1.0,Rainy,15.02,76.11
R01261,2025-10-16,00:01,Mumbai,Airport,Airport,Bike,Driver_22,C3625,24.4,296.75,UPI,Completed,4.1,3.8,15,2.0,Cloudy,82.58,214.17
R01262,2025-08-30,02:41,Bangalore,Mall,Airport,SUV,Driver_96,C7676,12.9,147.39,UPI,Cancelled,3.2,3.3,18,1.5,Sunny,30.44,116.95
R01263,2025-08-21,08:19,Mumbai,Mall,Market,Sedan,Driver_24,C6907,8.9,93.79,UPI,Completed,3.8,3.3,33,1.0,Cloudy,43.92,49.87
R01264,2025-05-19,02:09,Delhi,City Center,Market,SUV,Driver_95,C8308,28.7,549.28,Cash,Completed,3.8,3.0,33,1.5,Cloudy,114.6,434.68
R01265,2025-11-17,11:20,Delhi,Bus Stand,University,SUV,Driver_93,C1394,4.6,88.46,Card,Completed,4.9,4.7,55,2.0,Cloudy,15.69,72.77
R01266,2025-06-29,03:24,Delhi,Mall,Hospital,Mini,Driver_22,C8042,3.0,33.17,Card,Completed,5.0,4.4,87,2.0,Rainy,11.17,22.0
R01267,2025-05-11,15:35,Chennai,IT Park,Office Hub,Sedan,Driver_60,C7215,14.0,263.03,UPI,Cancelled,4.0,3.5,68,1.5,Sunny,69.19,193.84
R01268,2025-09-19,23:14,Pune,Airport,Hospital,Mini,Driver_63,C5777,14.3,237.0,Card,Completed,3.3,3.9,15,1.0,Rainy,70.49,166.51
R01269,2025-10-20,23:46,Mumbai,IT Park,Hospital,Sedan,Driver_26,C6341,23.4,452.39,UPI,Completed,3.5,3.9,67,1.0,Cloudy,100.75,351.64
R01270,2025-03-22,03:14,Hyderabad,Railway Station,Office Hub,Mini,Driver_22,C2080,18.1,276.53,UPI,Completed,4.5,4.4,28,1.0,Rainy,53.5,223.03
R01271,2025-06-18,00:56,Delhi,City Center,Hospital,Bike,Driver_32,C5779,7.8,94.99,Card,Completed,3.8,3.5,24,2.0,Sunny,17.03,77.96
R01272,2025-01-02,16:33,Delhi,Mall,Residential Area,Bike,Driver_1,C1379,18.0,320.07,Card,Cancelled,4.7,3.8,90,1.0,Sunny,89.96,230.11
R01273,2025-03-13,21:31,Chennai,City Center,Hospital,Bike,Driver_95,C1732,7.6,110.71,Cash,Completed,4.6,3.7,79,1.0,Cloudy,34.16,76.55
R01274,2025-08-06,15:16,Pune,City Center,Hospital,SUV,Driver_88,C4590,12.9,134.24,UPI,Completed,4.8,4.4,41,1.5,Sunny,26.69,107.55
R01275,2025-02-19,16:56,Chennai,Mall,Airport,SUV,Driver_43,C9212,4.4,48.07,UPI,Completed,4.9,3.6,12,1.0,Cloudy,16.77,31.3
R01276,2025-05-14,21:00,Bangalore,IT Park,University,Mini,Driver_58,C6269,3.9,46.93,Cash,Cancelled,4.2,3.5,84,2.0,Rainy,16.72,30.21
R01277,2025-07-27,13:28,Mumbai,Mall,Airport,Mini,Driver_18,C9832,6.2,65.33,UPI,Completed,3.3,3.3,38,2.0,Rainy,13.49,51.84
R01278,2025-11-02,09:00,Pune,Mall,Hospital,Mini,Driver_64,C5293,6.2,117.22,Card,Completed,3.3,3.5,55,2.0,Sunny,15.02,102.2
R01279,2025-07-30,09:10,Delhi,Airport,Market,Mini,Driver_21,C2551,28.6,349.57,Card,Cancelled,4.1,3.7,80,1.0,Cloudy,142.63,206.94
R01280,2025-08-03,02:40,Pune,Airport,Market,Bike,Driver_15,C1519,6.9,112.58,UPI,Completed,3.3,3.1,64,1.5,Sunny,20.58,92.0
R01281,2025-01-28,02:08,Delhi,Airport,Airport,Sedan,Driver_26,C3083,17.7,269.46,Card,Completed,4.9,3.9,54,1.0,Sunny,59.73,209.73
R01282,2025-01-16,20:57,Hyderabad,Bus Stand,University,Bike,Driver_97,C6326,9.4,144.04,UPI,Cancelled,4.5,4.5,43,1.5,Rainy,29.35,114.69
R01283,2025-01-24,09:41,Mumbai,Bus Stand,Market,Bike,Driver_4,C2754,7.0,80.1,Card,Completed,3.5,3.7,90,1.0,Cloudy,23.24,56.86
R01284,2025-06-08,15:54,Hyderabad,Airport,University,Bike,Driver_69,C3770,6.2,76.56,UPI,Cancelled,4.5,4.5,26,1.5,Cloudy,22.79,53.77
R01285,2025-04-04,12:28,Chennai,IT Park,Market,Bike,Driver_20,C3130,29.6,446.78,Cash,Cancelled,4.9,4.2,66,1.5,Cloudy,134.44,312.34
R01286,2025-08-15,16:54,Hyderabad,Airport,Airport,Sedan,Driver_75,C1984,25.6,458.27,Card,Completed,3.0,3.8,23,2.0,Rainy,73.74,384.53
R01287,2025-09-14,18:30,Bangalore,Mall,Office Hub,SUV,Driver_7,C6033,29.8,588.12,Card,Completed,4.5,3.8,29,1.0,Sunny,70.82,517.3
R01288,2025-02-14,10:50,Bangalore,Railway Station,Market,SUV,Driver_74,C3819,19.8,365.01,UPI,Cancelled,4.3,3.6,46,2.0,Sunny,75.51,289.5
R01289,2025-03-05,03:42,Pune,Airport,Hospital,Sedan,Driver_60,C5080,21.9,326.98,UPI,Completed,3.9,3.6,53,2.0,Cloudy,56.65,270.33
R01290,2025-05-28,16:55,Pune,City Center,Market,Bike,Driver_69,C1380,26.2,473.25,Cash,Completed,4.7,3.0,22,1.0,Sunny,109.31,363.94
R01291,2025-04-04,02:10,Chennai,Mall,Residential Area,Sedan,Driver_32,C1480,24.8,340.03,UPI,Completed,3.1,4.2,77,1.5,Sunny,64.19,275.84
R01292,2025-05-03,15:09,Hyderabad,Airport,Residential Area,Sedan,Driver_21,C2023,4.8,83.04,Card,Completed,4.2,4.1,85,2.0,Cloudy,22.16,60.88
R01293,2025-01-26,02:05,Bangalore,IT Park,Residential Area,Sedan,Driver_14,C9132,24.6,253.98,Card,Completed,4.6,4.5,81,1.5,Sunny,50.17,203.81
R01294,2025-02-23,20:48,Bangalore,Bus Stand,Airport,Mini,Driver_93,C9312,12.9,248.62,Cash,Completed,4.3,4.7,69,2.0,Rainy,55.23,193.39
R01295,2025-07-06,00:40,Mumbai,Mall,Hospital,Sedan,Driver_91,C2955,5.4,65.13,UPI,Completed,3.3,4.1,66,2.0,Cloudy,17.89,47.24
R01296,2025-01-02,15:08,Mumbai,IT Park,Residential Area,Bike,Driver_14,C7991,23.8,380.5,UPI,Completed,4.0,4.6,70,1.0,Sunny,51.62,328.88
R01297,2025-04-14,21:38,Bangalore,IT Park,University,Mini,Driver_69,C4243,26.6,422.43,Cash,Completed,3.5,3.9,63,2.0,Sunny,132.03,290.4
R01298,2025-01-04,05:51,Pune,Mall,Market,Bike,Driver_65,C1515,10.0,101.49,UPI,Completed,3.5,4.7,34,1.0,Sunny,41.68,59.81
R01299,2025-07-22,05:10,Hyderabad,City Center,Airport,Bike,Driver_71,C6773,29.2,327.49,Cash,Completed,4.3,3.0,66,2.0,Cloudy,109.65,217.84
R01300,2025-07-02,02:27,Bangalore,Bus Stand,Airport,Sedan,Driver_12,C6273,19.4,216.97,UPI,Completed,4.7,4.8,28,1.5,Sunny,72.44,144.53
R01301,2025-01-03,15:59,Chennai,City Center,Market,Sedan,Driver_37,C4471,2.3,27.55,Card,Completed,3.2,4.1,38,2.0,Sunny,4.92,22.63
R01302,2025-05-28,17:54,Bangalore,Airport,Airport,Bike,Driver_77,C2222,10.2,108.73,UPI,Completed,3.5,3.3,57,1.0,Rainy,21.12,87.61
R01303,2025-09-01,23:23,Chennai,Mall,University,Sedan,Driver_30,C6406,23.4,401.15,UPI,Completed,3.2,3.0,12,1.0,Rainy,116.24,284.91
R01304,2025-09-13,13:16,Pune,IT Park,Residential Area,SUV,Driver_61,C5043,23.5,271.54,Card,Completed,4.5,4.8,24,1.0,Cloudy,82.64,188.9
R01305,2025-02-09,14:58,Pune,Mall,Hospital,Bike,Driver_65,C2613,15.8,285.53,Cash,Completed,3.3,4.7,15,2.0,Cloudy,37.95,247.58
R01306,2025-08-25,05:14,Bangalore,IT Park,Airport,SUV,Driver_99,C5590,22.6,230.26,Cash,Completed,3.9,3.1,18,1.5,Sunny,65.24,165.02
R01307,2025-01-14,14:13,Hyderabad,Mall,Airport,Bike,Driver_69,C4766,3.7,55.5,Cash,Completed,3.1,3.2,50,1.5,Sunny,8.76,46.74
R01308,2025-09-29,00:49,Bangalore,City Center,Market,Bike,Driver_86,C3966,7.2,103.85,Cash,Completed,4.1,3.7,60,2.0,Cloudy,32.14,71.71
R01309,2025-07-26,04:57,Delhi,IT Park,University,Bike,Driver_33,C3229,14.6,227.03,UPI,Completed,4.8,4.4,28,1.5,Sunny,65.73,161.3
R01310,2025-12-28,06:21,Hyderabad,IT Park,Airport,Sedan,Driver_46,C3054,7.8,120.78,UPI,Completed,3.9,4.0,70,2.0,Sunny,37.15,83.63
R01311,2025-07-28,21:44,Pune,IT Park,Hospital,Sedan,Driver_23,C1942,2.8,35.37,Card,Completed,3.7,3.5,10,1.5,Sunny,13.32,22.05
R01312,2025-12-18,16:53,Hyderabad,Bus Stand,Residential Area,SUV,Driver_77,C8362,18.9,216.37,Cash,Cancelled,4.6,3.6,51,1.5,Rainy,49.14,167.23
R01313,2025-01-30,23:30,Bangalore,Mall,Market,Sedan,Driver_56,C2261,16.0,301.09,Card,Completed,3.1,4.7,77,1.5,Sunny,55.99,245.1
R01314,2025-04-03,15:13,Chennai,Railway Station,Office Hub,Mini,Driver_91,C3884,26.1,456.64,UPI,Cancelled,3.3,3.2,19,1.5,Rainy,62.4,394.24
R01315,2025-11-30,15:27,Mumbai,Airport,Market,Sedan,Driver_79,C9899,19.0,374.06,Cash,Completed,3.5,4.1,83,2.0,Sunny,44.08,329.98
R01316,2025-01-17,11:11,Delhi,Railway Station,Hospital,Sedan,Driver_24,C1484,28.3,519.46,UPI,Completed,5.0,5.0,80,1.0,Sunny,137.71,381.75
